camp_id,block_id,variable,count
CXB-212,CXB-212_A113,m_60_plus,140
CXB-212,CXB-212_B114,n_family,1251
CXB-212,CXB-212_B114,n_individuals,5409
CXB-212,CXB-212_B114,f_below_1,87
CXB-212,CXB-212_B114,m_below_1,97
CXB-212,CXB-212_B114,f_1_to_4,342
CXB-212,CXB-212_B114,m_1_to_5,382
CXB-212,CXB-212_B114,f_5_to_11,594
CXB-212,CXB-212_B114,m_5_to_11,634
CXB-212,CXB-212_B114,f_12_to_17,325
CXB-212,CXB-212_B114,m_12_to_17,378
CXB-212,CXB-212_B114,f_18_to_59,1359
CXB-212,CXB-212_B114,m_18_to_59,1044
CXB-212,CXB-212_B114,f_60_plus,69
CXB-212,CXB-212_B114,m_60_plus,98
CXB-212,CXB-212_C115,n_family,1105
CXB-212,CXB-212_C115,n_individuals,4641
CXB-212,CXB-212_C115,f_below_1,60
CXB-212,CXB-212_C115,m_below_1,84
CXB-212,CXB-212_C115,f_1_to_4,354
CXB-212,CXB-212_C115,m_1_to_5,378
CXB-212,CXB-212_C115,f_5_to_11,525
CXB-212,CXB-212_C115,m_5_to_11,519
CXB-212,CXB-212_C115,f_12_to_17,243
CXB-212,CXB-212_C115,m_12_to_17,289
CXB-212,CXB-212_C115,f_18_to_59,1145
CXB-212,CXB-212_C115,m_18_to_59,902
CXB-212,CXB-212_C115,f_60_plus,64
CXB-212,CXB-212_C115,m_60_plus,78
CXB-215,CXB-215_A116,n_family,1270
CXB-215,CXB-215_A116,n_individuals,5642
CXB-215,CXB-215_A116,f_below_1,87
CXB-215,CXB-215_A116,m_below_1,104
CXB-215,CXB-215_A116,f_1_to_4,427
CXB-215,CXB-215_A116,m_1_to_5,419
CXB-215,CXB-215_A116,f_5_to_11,614
CXB-215,CXB-215_A116,m_5_to_11,624
CXB-215,CXB-215_A116,f_12_to_17,345
CXB-215,CXB-215_A116,m_12_to_17,362
CXB-215,CXB-215_A116,f_18_to_59,1392
CXB-215,CXB-215_A116,m_18_to_59,1096
CXB-215,CXB-215_A116,f_60_plus,73
CXB-215,CXB-215_A116,m_60_plus,99
CXB-215,CXB-215_B117,n_family,1207
CXB-215,CXB-215_B117,n_individuals,5312
CXB-215,CXB-215_B117,f_below_1,81
CXB-215,CXB-215_B117,m_below_1,110
CXB-215,CXB-215_B117,f_1_to_4,386
CXB-215,CXB-215_B117,m_1_to_5,411
CXB-215,CXB-215_B117,f_5_to_11,568
CXB-215,CXB-215_B117,m_5_to_11,548
CXB-215,CXB-215_B117,f_12_to_17,337
CXB-215,CXB-215_B117,m_12_to_17,330
CXB-215,CXB-215_B117,f_18_to_59,1342
CXB-215,CXB-215_B117,m_18_to_59,1033
CXB-215,CXB-215_B117,f_60_plus,69
CXB-215,CXB-215_B117,m_60_plus,97
CXB-215,CXB-215_C118,n_family,1128
CXB-215,CXB-215_C118,n_individuals,4978
CXB-215,CXB-215_C118,f_below_1,76
CXB-215,CXB-215_C118,m_below_1,82
CXB-215,CXB-215_C118,f_1_to_4,351
CXB-215,CXB-215_C118,m_1_to_5,341
CXB-215,CXB-215_C118,f_5_to_11,522
CXB-215,CXB-215_C118,m_5_to_11,559
CXB-215,CXB-215_C118,f_12_to_17,318
CXB-215,CXB-215_C118,m_12_to_17,336
CXB-215,CXB-215_C118,f_18_to_59,1231
CXB-215,CXB-215_C118,m_18_to_59,1007
CXB-215,CXB-215_C118,f_60_plus,57
CXB-215,CXB-215_C118,m_60_plus,98
CXB-215,CXB-215_D119,n_family,1223
CXB-215,CXB-215_D119,n_individuals,5513
CXB-215,CXB-215_D119,f_below_1,81
CXB-215,CXB-215_D119,m_below_1,85
CXB-215,CXB-215_D119,f_1_to_4,383
CXB-215,CXB-215_D119,m_1_to_5,436
CXB-215,CXB-215_D119,f_5_to_11,606
CXB-215,CXB-215_D119,m_5_to_11,591
CXB-215,CXB-215_D119,f_12_to_17,342
CXB-215,CXB-215_D119,m_12_to_17,370
CXB-215,CXB-215_D119,f_18_to_59,1352
CXB-215,CXB-215_D119,m_18_to_59,1080
CXB-215,CXB-215_D119,f_60_plus,82
CXB-215,CXB-215_D119,m_60_plus,105
CXB-215,CXB-215_E120,n_family,1220
CXB-215,CXB-215_E120,n_individuals,5504
CXB-215,CXB-215_E120,f_below_1,79
CXB-215,CXB-215_E120,m_below_1,81
CXB-215,CXB-215_E120,f_1_to_4,393
CXB-215,CXB-215_E120,m_1_to_5,437
CXB-215,CXB-215_E120,f_5_to_11,617
CXB-215,CXB-215_E120,m_5_to_11,629
CXB-215,CXB-215_E120,f_12_to_17,319
CXB-215,CXB-215_E120,m_12_to_17,334
CXB-215,CXB-215_E120,f_18_to_59,1344
CXB-215,CXB-215_E120,m_18_to_59,1082
CXB-215,CXB-215_E120,f_60_plus,75
CXB-215,CXB-215_E120,m_60_plus,114
CXB-219,CXB-219_A121,n_family,1288
CXB-219,CXB-219_A121,n_individuals,5756
CXB-219,CXB-219_A121,f_below_1,75
CXB-219,CXB-219_A121,m_below_1,96
CXB-219,CXB-219_A121,f_1_to_4,352
CXB-219,CXB-219_A121,m_1_to_5,394
CXB-219,CXB-219_A121,f_5_to_11,653
CXB-219,CXB-219_A121,m_5_to_11,709
CXB-219,CXB-219_A121,f_12_to_17,361
CXB-219,CXB-219_A121,m_12_to_17,409
CXB-219,CXB-219_A121,f_18_to_59,1418
CXB-219,CXB-219_A121,m_18_to_59,1106
CXB-219,CXB-219_A121,f_60_plus,83
CXB-219,CXB-219_A121,m_60_plus,100
CXB-219,CXB-219_B122,n_family,1246
CXB-219,CXB-219_B122,n_individuals,5764
CXB-219,CXB-219_B122,f_below_1,95
CXB-219,CXB-219_B122,m_below_1,83
CXB-219,CXB-219_B122,f_1_to_4,354
CXB-219,CXB-219_B122,m_1_to_5,366
CXB-219,CXB-219_B122,f_5_to_11,602
CXB-219,CXB-219_B122,m_5_to_11,681
CXB-219,CXB-219_B122,f_12_to_17,380
CXB-219,CXB-219_B122,m_12_to_17,425
CXB-219,CXB-219_B122,f_18_to_59,1417
CXB-219,CXB-219_B122,m_18_to_59,1167
CXB-219,CXB-219_B122,f_60_plus,91
CXB-219,CXB-219_B122,m_60_plus,103
CXB-219,CXB-219_C123,n_family,1255
CXB-219,CXB-219_C123,n_individuals,6176
CXB-219,CXB-219_C123,f_below_1,75
CXB-219,CXB-219_C123,m_below_1,87
CXB-219,CXB-219_C123,f_1_to_4,350
CXB-219,CXB-219_C123,m_1_to_5,362
CXB-219,CXB-219_C123,f_5_to_11,754
CXB-219,CXB-219_C123,m_5_to_11,747
CXB-219,CXB-219_C123,f_12_to_17,432
CXB-219,CXB-219_C123,m_12_to_17,477
CXB-219,CXB-219_C123,f_18_to_59,1506
CXB-219,CXB-219_C123,m_18_to_59,1167
CXB-219,CXB-219_C123,f_60_plus,96
CXB-219,CXB-219_C123,m_60_plus,123
CXB-219,CXB-219_D124,n_family,1008
CXB-219,CXB-219_D124,n_individuals,4764
CXB-219,CXB-219_D124,f_below_1,53
CXB-219,CXB-219_D124,m_below_1,73
CXB-219,CXB-219_D124,f_1_to_4,224
CXB-219,CXB-219_D124,m_1_to_5,306
CXB-219,CXB-219_D124,f_5_to_11,486
CXB-219,CXB-219_D124,m_5_to_11,519
CXB-219,CXB-219_D124,f_12_to_17,329
CXB-219,CXB-219_D124,m_12_to_17,336
CXB-219,CXB-219_D124,f_18_to_59,1214
CXB-219,CXB-219_D124,m_18_to_59,1013
CXB-219,CXB-219_D124,f_60_plus,99
CXB-219,CXB-219_D124,m_60_plus,112
CXB-201,CXB-201_A001,n_family,1135
CXB-201,CXB-201_A001,n_individuals,5537
CXB-201,CXB-201_A001,f_below_1,74
CXB-201,CXB-201_A001,m_below_1,79
CXB-201,CXB-201_A001,f_1_to_4,330
CXB-201,CXB-201_A001,m_1_to_5,329
CXB-201,CXB-201_A001,f_5_to_11,660
CXB-201,CXB-201_A001,m_5_to_11,632
CXB-201,CXB-201_A001,f_12_to_17,323
CXB-201,CXB-201_A001,m_12_to_17,403
CXB-201,CXB-201_A001,f_18_to_59,1348
CXB-201,CXB-201_A001,m_18_to_59,1118
CXB-201,CXB-201_A001,f_60_plus,105
CXB-201,CXB-201_A001,m_60_plus,136
CXB-201,CXB-201_B002,n_family,1376
CXB-201,CXB-201_B002,n_individuals,5902
CXB-201,CXB-201_B002,f_below_1,79
CXB-201,CXB-201_B002,m_below_1,80
CXB-201,CXB-201_B002,f_1_to_4,352
CXB-201,CXB-201_B002,m_1_to_5,378
CXB-201,CXB-201_B002,f_5_to_11,653
CXB-201,CXB-201_B002,m_5_to_11,663
CXB-201,CXB-201_B002,f_12_to_17,388
CXB-201,CXB-201_B002,m_12_to_17,371
CXB-201,CXB-201_B002,f_18_to_59,1480
CXB-201,CXB-201_B002,m_18_to_59,1232
CXB-201,CXB-201_B002,f_60_plus,97
CXB-201,CXB-201_B002,m_60_plus,129
CXB-201,CXB-201_C003,n_family,1200
CXB-201,CXB-201_C003,n_individuals,5408
CXB-201,CXB-201_C003,f_below_1,67
CXB-201,CXB-201_C003,m_below_1,86
CXB-201,CXB-201_C003,f_1_to_4,273
CXB-201,CXB-201_C003,m_1_to_5,332
CXB-201,CXB-201_C003,f_5_to_11,589
CXB-201,CXB-201_C003,m_5_to_11,629
CXB-201,CXB-201_C003,f_12_to_17,321
CXB-201,CXB-201_C003,m_12_to_17,435
CXB-201,CXB-201_C003,f_18_to_59,1315
CXB-201,CXB-201_C003,m_18_to_59,1134
CXB-201,CXB-201_C003,f_60_plus,103
CXB-201,CXB-201_C003,m_60_plus,124
CXB-201,CXB-201_D004,n_family,1187
CXB-201,CXB-201_D004,n_individuals,5377
CXB-201,CXB-201_D004,f_below_1,66
CXB-201,CXB-201_D004,m_below_1,73
CXB-201,CXB-201_D004,f_1_to_4,307
CXB-201,CXB-201_D004,m_1_to_5,342
CXB-201,CXB-201_D004,f_5_to_11,596
CXB-201,CXB-201_D004,m_5_to_11,609
CXB-201,CXB-201_D004,f_12_to_17,374
CXB-201,CXB-201_D004,m_12_to_17,363
CXB-201,CXB-201_D004,f_18_to_59,1275
CXB-201,CXB-201_D004,m_18_to_59,1161
CXB-201,CXB-201_D004,f_60_plus,90
CXB-201,CXB-201_D004,m_60_plus,121
CXB-201,CXB-201_E005,n_family,1197
CXB-201,CXB-201_E005,n_individuals,5298
CXB-201,CXB-201_E005,f_below_1,80
CXB-201,CXB-201_E005,m_below_1,76
CXB-201,CXB-201_E005,f_1_to_4,309
CXB-201,CXB-201_E005,m_1_to_5,311
CXB-201,CXB-201_E005,f_5_to_11,572
CXB-201,CXB-201_E005,m_5_to_11,586
CXB-201,CXB-201_E005,f_12_to_17,337
CXB-201,CXB-201_E005,m_12_to_17,376
CXB-201,CXB-201_E005,f_18_to_59,1318
CXB-201,CXB-201_E005,m_18_to_59,1129
CXB-201,CXB-201_E005,f_60_plus,87
CXB-201,CXB-201_E005,m_60_plus,117
CXB-201,CXB-201_F006,n_family,1229
CXB-201,CXB-201_F006,n_individuals,5402
CXB-201,CXB-201_F006,f_below_1,77
CXB-201,CXB-201_F006,m_below_1,68
CXB-201,CXB-201_F006,f_1_to_4,293
CXB-201,CXB-201_F006,m_1_to_5,352
CXB-201,CXB-201_F006,f_5_to_11,584
CXB-201,CXB-201_F006,m_5_to_11,601
CXB-201,CXB-201_F006,f_12_to_17,346
CXB-201,CXB-201_F006,m_12_to_17,356
CXB-201,CXB-201_F006,f_18_to_59,1366
CXB-201,CXB-201_F006,m_18_to_59,1145
CXB-201,CXB-201_F006,f_60_plus,92
CXB-201,CXB-201_F006,m_60_plus,122
CXB-201,CXB-201_G007,n_family,1000
CXB-201,CXB-201_G007,n_individuals,4377
CXB-201,CXB-201_G007,f_below_1,56
CXB-201,CXB-201_G007,m_below_1,72
CXB-201,CXB-201_G007,f_1_to_4,263
CXB-201,CXB-201_G007,m_1_to_5,268
CXB-201,CXB-201_G007,f_5_to_11,521
CXB-201,CXB-201_G007,m_5_to_11,529
CXB-201,CXB-201_G007,f_12_to_17,252
CXB-201,CXB-201_G007,m_12_to_17,295
CXB-201,CXB-201_G007,f_18_to_59,1080
CXB-201,CXB-201_G007,m_18_to_59,879
CXB-201,CXB-201_G007,f_60_plus,67
CXB-201,CXB-201_G007,m_60_plus,95
CXB-202,CXB-202_A008,n_family,1099
CXB-202,CXB-202_A008,n_individuals,5156
CXB-202,CXB-202_A008,f_below_1,82
CXB-202,CXB-202_A008,m_below_1,67
CXB-202,CXB-202_A008,f_1_to_4,295
CXB-202,CXB-202_A008,m_1_to_5,304
CXB-202,CXB-202_A008,f_5_to_11,534
CXB-202,CXB-202_A008,m_5_to_11,650
CXB-202,CXB-202_A008,f_12_to_17,340
CXB-202,CXB-202_A008,m_12_to_17,353
CXB-202,CXB-202_A008,f_18_to_59,1288
CXB-202,CXB-202_A008,m_18_to_59,1044
CXB-202,CXB-202_A008,f_60_plus,89
CXB-202,CXB-202_A008,m_60_plus,110
CXB-202,CXB-202_B009,n_family,1288
CXB-202,CXB-202_B009,n_individuals,5888
CXB-202,CXB-202_B009,f_below_1,70
CXB-202,CXB-202_B009,m_below_1,94
CXB-202,CXB-202_B009,f_1_to_4,335
CXB-202,CXB-202_B009,m_1_to_5,298
CXB-202,CXB-202_B009,f_5_to_11,652
CXB-202,CXB-202_B009,m_5_to_11,723
CXB-202,CXB-202_B009,f_12_to_17,376
CXB-202,CXB-202_B009,m_12_to_17,423
CXB-202,CXB-202_B009,f_18_to_59,1480
CXB-202,CXB-202_B009,m_18_to_59,1211
CXB-202,CXB-202_B009,f_60_plus,112
CXB-202,CXB-202_B009,m_60_plus,114
CXB-202,CXB-202_C010,n_family,1434
CXB-202,CXB-202_C010,n_individuals,6298
CXB-202,CXB-202_C010,f_below_1,84
CXB-202,CXB-202_C010,m_below_1,64
CXB-202,CXB-202_C010,f_1_to_4,370
CXB-202,CXB-202_C010,m_1_to_5,377
CXB-202,CXB-202_C010,f_5_to_11,705
CXB-202,CXB-202_C010,m_5_to_11,753
CXB-202,CXB-202_C010,f_12_to_17,367
CXB-202,CXB-202_C010,m_12_to_17,426
CXB-202,CXB-202_C010,f_18_to_59,1575
CXB-202,CXB-202_C010,m_18_to_59,1311
CXB-202,CXB-202_C010,f_60_plus,117
CXB-202,CXB-202_C010,m_60_plus,149
CXB-202,CXB-202_D011,n_family,1092
CXB-202,CXB-202_D011,n_individuals,4841
CXB-202,CXB-202_D011,f_below_1,47
CXB-202,CXB-202_D011,m_below_1,59
CXB-202,CXB-202_D011,f_1_to_4,277
CXB-202,CXB-202_D011,m_1_to_5,306
CXB-202,CXB-202_D011,f_5_to_11,589
CXB-202,CXB-202_D011,m_5_to_11,571
CXB-202,CXB-202_D011,f_12_to_17,282
CXB-202,CXB-202_D011,m_12_to_17,336
CXB-202,CXB-202_D011,f_18_to_59,1223
CXB-202,CXB-202_D011,m_18_to_59,965
CXB-202,CXB-202_D011,f_60_plus,76
CXB-202,CXB-202_D011,m_60_plus,110
CXB-202,CXB-202_E012,n_family,945
CXB-202,CXB-202_E012,n_individuals,4311
CXB-202,CXB-202_E012,f_below_1,54
CXB-202,CXB-202_E012,m_below_1,47
CXB-202,CXB-202_E012,f_1_to_4,262
CXB-202,CXB-202_E012,m_1_to_5,261
CXB-202,CXB-202_E012,f_5_to_11,539
CXB-202,CXB-202_E012,m_5_to_11,499
CXB-202,CXB-202_E012,f_12_to_17,301
CXB-202,CXB-202_E012,m_12_to_17,261
CXB-202,CXB-202_E012,f_18_to_59,1012
CXB-202,CXB-202_E012,m_18_to_59,868
CXB-202,CXB-202_E012,f_60_plus,95
CXB-202,CXB-202_E012,m_60_plus,112
CXB-202,CXB-202_F013,n_family,1211
CXB-202,CXB-202_F013,n_individuals,5324
CXB-202,CXB-202_F013,f_below_1,70
CXB-202,CXB-202_F013,m_below_1,88
CXB-202,CXB-202_F013,f_1_to_4,267
CXB-202,CXB-202_F013,m_1_to_5,334
CXB-202,CXB-202_F013,f_5_to_11,604
CXB-202,CXB-202_F013,m_5_to_11,603
CXB-202,CXB-202_F013,f_12_to_17,356
CXB-202,CXB-202_F013,m_12_to_17,369
CXB-202,CXB-202_F013,f_18_to_59,1303
CXB-202,CXB-202_F013,m_18_to_59,1112
CXB-202,CXB-202_F013,f_60_plus,103
CXB-202,CXB-202_F013,m_60_plus,115
CXB-202,CXB-202_G014,n_family,1292
CXB-202,CXB-202_G014,n_individuals,6134
CXB-202,CXB-202_G014,f_below_1,69
CXB-202,CXB-202_G014,m_below_1,75
CXB-202,CXB-202_G014,f_1_to_4,327
CXB-202,CXB-202_G014,m_1_to_5,344
CXB-202,CXB-202_G014,f_5_to_11,751
CXB-202,CXB-202_G014,m_5_to_11,665
CXB-202,CXB-202_G014,f_12_to_17,440
CXB-202,CXB-202_G014,m_12_to_17,481
CXB-202,CXB-202_G014,f_18_to_59,1488
CXB-202,CXB-202_G014,m_18_to_59,1250
CXB-202,CXB-202_G014,f_60_plus,117
CXB-202,CXB-202_G014,m_60_plus,127
CXB-216,CXB-216_A125,n_family,787
CXB-216,CXB-216_A125,n_individuals,3454
CXB-216,CXB-216_A125,f_below_1,51
CXB-216,CXB-216_A125,m_below_1,75
CXB-216,CXB-216_A125,f_1_to_4,240
CXB-216,CXB-216_A125,m_1_to_5,250
CXB-216,CXB-216_A125,f_5_to_11,362
CXB-216,CXB-216_A125,m_5_to_11,409
CXB-216,CXB-216_A125,f_12_to_17,204
CXB-216,CXB-216_A125,m_12_to_17,226
CXB-216,CXB-216_A125,f_18_to_59,858
CXB-216,CXB-216_A125,m_18_to_59,679
CXB-216,CXB-216_A125,f_60_plus,45
CXB-216,CXB-216_A125,m_60_plus,55
CXB-216,CXB-216_B126,n_family,791
CXB-216,CXB-216_B126,n_individuals,3351
CXB-216,CXB-216_B126,f_below_1,66
CXB-216,CXB-216_B126,m_below_1,57
CXB-216,CXB-216_B126,f_1_to_4,260
CXB-216,CXB-216_B126,m_1_to_5,236
CXB-216,CXB-216_B126,f_5_to_11,335
CXB-216,CXB-216_B126,m_5_to_11,372
CXB-216,CXB-216_B126,f_12_to_17,207
CXB-216,CXB-216_B126,m_12_to_17,200
CXB-216,CXB-216_B126,f_18_to_59,856
CXB-216,CXB-216_B126,m_18_to_59,658
CXB-216,CXB-216_B126,f_60_plus,39
CXB-216,CXB-216_B126,m_60_plus,65
CXB-108,CXB-108_A127,n_family,1156
CXB-108,CXB-108_A127,n_individuals,5179
CXB-108,CXB-108_A127,f_below_1,67
CXB-108,CXB-108_A127,m_below_1,66
CXB-108,CXB-108_A127,f_1_to_4,323
CXB-108,CXB-108_A127,m_1_to_5,354
CXB-108,CXB-108_A127,f_5_to_11,565
CXB-108,CXB-108_A127,m_5_to_11,590
CXB-108,CXB-108_A127,f_12_to_17,360
CXB-108,CXB-108_A127,m_12_to_17,368
CXB-108,CXB-108_A127,f_18_to_59,1259
CXB-108,CXB-108_A127,m_18_to_59,1049
CXB-108,CXB-108_A127,f_60_plus,78
CXB-108,CXB-108_A127,m_60_plus,100
CXB-108,CXB-108_B128,n_family,1188
CXB-108,CXB-108_B128,n_individuals,5127
CXB-108,CXB-108_B128,f_below_1,73
CXB-108,CXB-108_B128,m_below_1,72
CXB-108,CXB-108_B128,f_1_to_4,346
CXB-108,CXB-108_B128,m_1_to_5,342
CXB-108,CXB-108_B128,f_5_to_11,562
CXB-108,CXB-108_B128,m_5_to_11,544
CXB-108,CXB-108_B128,f_12_to_17,323
CXB-108,CXB-108_B128,m_12_to_17,332
CXB-108,CXB-108_B128,f_18_to_59,1258
CXB-108,CXB-108_B128,m_18_to_59,1105
CXB-108,CXB-108_B128,f_60_plus,83
CXB-108,CXB-108_B128,m_60_plus,87
CXB-108,CXB-108_C129,n_family,557
CXB-108,CXB-108_C129,n_individuals,2074
CXB-108,CXB-108_C129,f_below_1,32
CXB-108,CXB-108_C129,m_below_1,22
CXB-108,CXB-108_C129,f_1_to_4,152
CXB-108,CXB-108_C129,m_1_to_5,140
CXB-108,CXB-108_C129,f_5_to_11,225
CXB-108,CXB-108_C129,m_5_to_11,233
CXB-108,CXB-108_C129,f_12_to_17,109
CXB-108,CXB-108_C129,m_12_to_17,94
CXB-108,CXB-108_C129,f_18_to_59,539
CXB-108,CXB-108_C129,m_18_to_59,469
CXB-108,CXB-108_C129,f_60_plus,24
CXB-108,CXB-108_C129,m_60_plus,35
CXB-108,CXB-108_D130,n_family,217
CXB-108,CXB-108_D130,n_individuals,922
CXB-108,CXB-108_D130,f_below_1,13
CXB-108,CXB-108_D130,m_below_1,14
CXB-108,CXB-108_D130,f_1_to_4,59
CXB-108,CXB-108_D130,m_1_to_5,59
CXB-108,CXB-108_D130,f_5_to_11,97
CXB-108,CXB-108_D130,m_5_to_11,109
CXB-108,CXB-108_D130,f_12_to_17,61
CXB-108,CXB-108_D130,m_12_to_17,58
CXB-108,CXB-108_D130,f_18_to_59,232
CXB-108,CXB-108_D130,m_18_to_59,190
CXB-108,CXB-108_D130,f_60_plus,15
CXB-108,CXB-108_D130,m_60_plus,15
CXB-108,CXB-108_E131,n_family,552
CXB-108,CXB-108_E131,n_individuals,2309
CXB-108,CXB-108_E131,f_below_1,47
CXB-108,CXB-108_E131,m_below_1,42
CXB-108,CXB-108_E131,f_1_to_4,172
CXB-108,CXB-108_E131,m_1_to_5,184
CXB-108,CXB-108_E131,f_5_to_11,290
CXB-108,CXB-108_E131,m_5_to_11,277
CXB-108,CXB-108_E131,f_12_to_17,99
CXB-108,CXB-108_E131,m_12_to_17,129
CXB-108,CXB-108_E131,f_18_to_59,552
CXB-108,CXB-108_E131,m_18_to_59,469
CXB-108,CXB-108_E131,f_60_plus,21
CXB-108,CXB-108_E131,m_60_plus,27
CXB-085,CXB-085_A132,n_family,1120
CXB-085,CXB-085_A132,n_individuals,5635
CXB-085,CXB-085_A132,f_below_1,75
CXB-085,CXB-085_A132,m_below_1,72
CXB-085,CXB-085_A132,f_1_to_4,312
CXB-085,CXB-085_A132,m_1_to_5,313
CXB-085,CXB-085_A132,f_5_to_11,687
CXB-085,CXB-085_A132,m_5_to_11,763
CXB-085,CXB-085_A132,f_12_to_17,374
CXB-085,CXB-085_A132,m_12_to_17,428
CXB-085,CXB-085_A132,f_18_to_59,1316
CXB-085,CXB-085_A132,m_18_to_59,1095
CXB-085,CXB-085_A132,f_60_plus,92
CXB-085,CXB-085_A132,m_60_plus,108
CXB-085,CXB-085_B133,n_family,1328
CXB-085,CXB-085_B133,n_individuals,6603
CXB-085,CXB-085_B133,f_below_1,71
CXB-085,CXB-085_B133,m_below_1,74
CXB-085,CXB-085_B133,f_1_to_4,382
CXB-085,CXB-085_B133,m_1_to_5,368
CXB-085,CXB-085_B133,f_5_to_11,767
CXB-085,CXB-085_B133,m_5_to_11,818
CXB-085,CXB-085_B133,f_12_to_17,464
CXB-085,CXB-085_B133,m_12_to_17,511
CXB-085,CXB-085_B133,f_18_to_59,1593
CXB-085,CXB-085_B133,m_18_to_59,1307
CXB-085,CXB-085_B133,f_60_plus,106
CXB-085,CXB-085_B133,m_60_plus,142
CXB-085,CXB-085_C134,n_family,1007
CXB-085,CXB-085_C134,n_individuals,4850
CXB-085,CXB-085_C134,f_below_1,68
CXB-085,CXB-085_C134,m_below_1,71
CXB-085,CXB-085_C134,f_1_to_4,277
CXB-085,CXB-085_C134,m_1_to_5,294
CXB-085,CXB-085_C134,f_5_to_11,557
CXB-085,CXB-085_C134,m_5_to_11,595
CXB-085,CXB-085_C134,f_12_to_17,343
CXB-085,CXB-085_C134,m_12_to_17,357
CXB-085,CXB-085_C134,f_18_to_59,1154
CXB-085,CXB-085_C134,m_18_to_59,960
CXB-085,CXB-085_C134,f_60_plus,71
CXB-085,CXB-085_C134,m_60_plus,103
CXB-085,CXB-085_D135,n_family,816
CXB-085,CXB-085_D135,n_individuals,4075
CXB-085,CXB-085_D135,f_below_1,56
CXB-085,CXB-085_D135,m_below_1,69
CXB-085,CXB-085_D135,f_1_to_4,220
CXB-085,CXB-085_D135,m_1_to_5,243
CXB-085,CXB-085_D135,f_5_to_11,498
CXB-085,CXB-085_D135,m_5_to_11,482
CXB-085,CXB-085_D135,f_12_to_17,287
CXB-085,CXB-085_D135,m_12_to_17,298
CXB-085,CXB-085_D135,f_18_to_59,961
CXB-085,CXB-085_D135,m_18_to_59,809
CXB-085,CXB-085_D135,f_60_plus,62
CXB-085,CXB-085_D135,m_60_plus,90
CXB-032,CXB-032_A136,n_family,778
CXB-032,CXB-032_A136,n_individuals,3523
CXB-032,CXB-032_A136,f_below_1,45
CXB-032,CXB-032_A136,m_below_1,39
CXB-032,CXB-032_A136,f_1_to_4,211
CXB-032,CXB-032_A136,m_1_to_5,240
CXB-032,CXB-032_A136,f_5_to_11,424
CXB-032,CXB-032_A136,m_5_to_11,460
CXB-032,CXB-032_A136,f_12_to_17,254
CXB-032,CXB-032_A136,m_12_to_17,250
CXB-032,CXB-032_A136,f_18_to_59,842
CXB-032,CXB-032_A136,m_18_to_59,634
CXB-032,CXB-032_A136,f_60_plus,67
CXB-032,CXB-032_A136,m_60_plus,57
CXB-032,CXB-032_B137,n_family,884
CXB-032,CXB-032_B137,n_individuals,3793
CXB-032,CXB-032_B137,f_below_1,43
CXB-032,CXB-032_B137,m_below_1,29
CXB-032,CXB-032_B137,f_1_to_4,234
CXB-032,CXB-032_B137,m_1_to_5,292
CXB-032,CXB-032_B137,f_5_to_11,481
CXB-032,CXB-032_B137,m_5_to_11,464
CXB-032,CXB-032_B137,f_12_to_17,246
CXB-032,CXB-032_B137,m_12_to_17,249
CXB-032,CXB-032_B137,f_18_to_59,969
CXB-032,CXB-032_B137,m_18_to_59,649
CXB-032,CXB-032_B137,f_60_plus,52
CXB-032,CXB-032_B137,m_60_plus,85
CXB-233,CXB-233_A139,n_family,1084
CXB-233,CXB-233_A139,n_individuals,5053
CXB-233,CXB-233_A139,f_below_1,69
CXB-233,CXB-233_A139,m_below_1,62
CXB-233,CXB-233_A139,f_1_to_4,304
CXB-233,CXB-233_A139,m_1_to_5,316
CXB-233,CXB-233_A139,f_5_to_11,548
CXB-233,CXB-233_A139,m_5_to_11,599
CXB-233,CXB-233_A139,f_12_to_17,381
CXB-233,CXB-233_A139,m_12_to_17,393
CXB-233,CXB-233_A139,f_18_to_59,1307
CXB-233,CXB-233_A139,m_18_to_59,890
CXB-233,CXB-233_A139,f_60_plus,77
CXB-233,CXB-233_A139,m_60_plus,107
CXB-233,CXB-233_B140,n_family,990
CXB-233,CXB-233_B140,n_individuals,4239
CXB-233,CXB-233_B140,f_below_1,55
CXB-233,CXB-233_B140,m_below_1,64
CXB-233,CXB-233_B140,f_1_to_4,237
CXB-233,CXB-233_B140,m_1_to_5,230
CXB-233,CXB-233_B140,f_5_to_11,480
CXB-233,CXB-233_B140,m_5_to_11,480
CXB-233,CXB-233_B140,f_12_to_17,340
CXB-233,CXB-233_B140,m_12_to_17,355
CXB-233,CXB-233_B140,f_18_to_59,1064
CXB-233,CXB-233_B140,m_18_to_59,804
CXB-233,CXB-233_B140,f_60_plus,66
CXB-233,CXB-233_B140,m_60_plus,64
CXB-233,CXB-233_C141,n_family,1000
CXB-233,CXB-233_C141,n_individuals,4257
CXB-233,CXB-233_C141,f_below_1,70
CXB-233,CXB-233_C141,m_below_1,50
CXB-233,CXB-233_C141,f_1_to_4,270
CXB-233,CXB-233_C141,m_1_to_5,257
CXB-233,CXB-233_C141,f_5_to_11,494
CXB-233,CXB-233_C141,m_5_to_11,516
CXB-233,CXB-233_C141,f_12_to_17,292
CXB-233,CXB-233_C141,m_12_to_17,308
CXB-233,CXB-233_C141,f_18_to_59,1071
CXB-233,CXB-233_C141,m_18_to_59,796
